Konrad127123_Magic_Trick.c,Konrad127123,gcj,0.733021077283,0.735498839907,0.243243243243,4.21621621622,0.0,0.0,0.0,0.0,17.3513513514,0.135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36003576223,0.0,4.20004470279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgtlaugh_Magic_Trick.c,sgtlaugh,gcj,0.846318036286,0.849519743863,0.09375,4.875,0.0,0.03125,0.0,0.0,29.28125,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52002682167,0.0,2.52002682167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caf_Ominous_Omino.c,caf,gcj,0.884615384615,0.892066420664,0.078125,2.4375,0.0,0.0,0.0,0.0,16.0625,0.234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898173376948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898173376948,0.0,3.59269350779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898173376948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
akdee_BFFs.c,akdee,gcj,0.704968944099,0.707792207792,0.105263157895,4.10526315789,0.0,0.0263157894737,0.0,0.0,13.7368421053,0.0263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74777097194,0.0,3.74777097194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yao_Dancing_With_the_Googlers.c,Yao,gcj,0.712209302326,0.715959004392,0.205882352941,4.58823529412,0.0,0.0,0.0,0.0,15.5588235294,0.0882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96963354904,0.0,3.93926709807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stubbscroll_Fair_and_Square.c,stubbscroll,gcj,0.699624530663,0.717391304348,0.114285714286,4.48571428571,0.0,0.0285714285714,0.0,0.0,18.0,0.114285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909049799071,0.0,1.81809959814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81809959814,0.0,0.0,0.0,1.81809959814,0.0,0.0,0.0
Jim_wcsrtombs-state.c,Jim,base,0.997529339098,0.997529339098,0.0,0.0,0.0,0.0,0.0,0.0,43.7567567568,0.162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LayCurse_Aerobics.c,LayCurse,gcj,0.839400428266,0.857605177994,0.166666666667,3.71428571429,0.0,0.0238095238095,0.0,0.0,21.1428571429,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881969443415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76393888683,0.0,3.52787777366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qxect_Tide_Goes_In_Tide_Goes_Out.c,qxect,gcj,0.741740088106,0.749854227405,0.0941176470588,1.83529411765,0.0,0.0,0.0,0.0,18.6588235294,0.105882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30643400283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653217001416,0.0,2.61286800567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yao_Crop_Triangles.c,Yao,gcj,0.803611738149,0.79683972912,0.136363636364,7.09090909091,0.0,0.0,0.0,0.0,20.1363636364,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683927391826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36785478365,0.0,2.7357095673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig_string_posix.c,Craig,grpc,0.980789754536,0.984319315752,0.0,0.0,0.0,0.0,0.0,0.0,32.1279069767,0.127906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ketpdpoe_Reordering_Train_Cars.c,ketpdpoe,gcj,0.664546899841,0.663333333333,0.114285714286,4.45714285714,0.0,0.0285714285714,0.0,0.0,14.6857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47152600786,0.0,4.41457802359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgtlaugh_The_Gardener_of_Seville.c,sgtlaugh,gcj,0.858444714459,0.862089914945,0.10447761194,2.32835820896,0.0,0.0149253731343,0.0,0.0,24.5671641791,0.149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456719910278,0.0,1.37015973084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456719910278,0.0,0.0,0.0,0.0,0.0,0.913439820557,0.0,0.0,0.0,0.0,0.0,0.913439820557
boboo_Bribe_the_Prisoners.c,boboo,gcj,0.776495278069,0.740181268882,0.0740740740741,5.77777777778,0.0,0.0,0.0,0.0,31.2222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840872004493,0.0,2.52261601348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840872004493,0.0,0.0,0.0,0.0,0.0,0.0,1.68174400899,0.0,0.0,0.0,0.0,0.0
rali_prompt.c,rali,pbis,0.985790408526,0.985790408526,0.0,0.0,0.0,0.0,0.0,0.0,19.275862069,0.103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RodrigoBurgos_Minimum_Scalar_Product.c,RodrigoBurgos,gcj,0.822822822823,0.821321321321,0.142857142857,3.18367346939,0.0,0.0,0.0,0.0408163265306,27.1836734694,0.0408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13230988507,0.0,2.66538735634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06615494254,0.0,0.0,0.0,0.0,0.0,0.533077471268
Cloud9_test-uc_width.c,Cloud9,node-gnu-tools,0.99944812362,0.99944812362,0.0,0.0,0.0,0.0,0.0,0.0,32.3571428571,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peterpan_File_Fix-it.c,peterpan,gcj,0.822627737226,0.817371937639,0.0606060606061,2.36363636364,0.0,0.0606060606061,0.0,0.0,19.9696969697,0.0454545454545,0.0,0.0,0.0,0.0,0.440984721707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440984721707,0.0,2.20492360854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76393888683,0.0,0.0,0.0,1.32295416512,0.0
Ullyses_The_Last_Word.c,Ullyses,gcj,0.766,0.786552828175,0.0454545454545,3.54545454545,0.0,0.0227272727273,0.0,0.0,19.4090909091,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88969749026,0.0,0.0,0.0,0.0,0.0,0.0,0.629899163419,3.77939498051,0.0,0.629899163419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25979832684,0.0,0.0,0.0,0.0,0.0
